MisconceptionId,MisconceptionName
5254,Plots at midpoint instead of upper bound
5255,Plots at the beginning of the class interval
5256,Plots at the beginning of the interval instead of the midpoint
5257,Plotted beyond the class range
5258,Points beyond the class range are considered
5259,Positions don't follow unique integer steps per term
5260,Prefers breaking numbers but loses efficiency
5262,Provides a rule without conceptual understanding
5263,Provides incomplete reasoning without algebraic justification
5265,"Quarter circle, but miscalculates"
5266,Raises the base to a higher power instead
5271,Reads cumulative as individual count per day
5272,Reads halfway point instead of maximum
5273,Reads height instead of area to determine frequency
5275,Reads it as if it's a two-digit number
5276,Reads it as separate digits without acknowledging the decimal
5277,Reads only the first y-value when calculating gradient
5278,Reads only the frequency for exactly 1 pet
5279,Reads only the frequency for exactly 15 minutes
5280,Reads only the frequency for exactly 2 books
5281,Reads only the frequency for exactly 2 goals
5282,Reads only the frequency for exactly 6
5283,Reads only the height to determine frequency
5285,Reads scientific notation as separate components
5287,Reads the base and exponent as a two-digit number
5288,Reads the complementary angle measurement
5289,Reads the maximum value instead of calculating the scale
5290,Rearranges terms to follow standard form without preserving meaning
5291,Rejects both valid and invalid reasoning
5292,Relies on memorized patterns without understanding the need to verify
5293,Removes a zero when multiplying tens by tens
5295,Removes too many zeros when dividing by multiples of 10
5296,Removes two zeros when multiplying tens by tens
5297,Repeatedly subtracts 180 instead of 360
5298,Repeats dividend rather than performing division
5299,Repeats previous term instead of finding pattern
5300,Repeats the given quantity instead of finding the complement
5302,Repeats the same numeral unnecessarily
5303,Replaces the original number with 3 instead of tripling it
5304,Reports the eaten portion instead of remaining portion
5306,Retains dividend as solution
5308,Reverse calculates incorrectly
5310,Reverses both x and y components when combining vectors
5311,Reverses coordinate order and axis intersection
5312,Reverses coordinates leading to incorrect positive gradient
5313,Reverses coordinate’s signs.
5315,"Reverses division components, misunderstanding proper expression"
5318,Reverses inequality for no reason.
5320,"Reverses negative and positive coordinates, missing negative gradient concept"
5321,Reverses order when dividing fractions
5322,Reverses ratio in proportion
5323,Reverses rise over run
5324,Reverses sign when moving terms across equals sign
5325,Reverses sign without proper analysis
5326,"Reverses the operation but ignores the commutative property, swaps the signs instead"
5327,Reverses the order of letters in Roman numerals
5328,Reverses the order of multiplication after finding one part
5329,Reverses the order of multiplication when finding numerators and denominators.
5330,Reverses the position of terms in fraction
5331,Reverses the relationship between numbers when applying inverse operations
5333,Reverses the sides of the equation when translating from words
5334,Reverses the typical axes for frequency and data values
5335,Reverses x and y coordinates
5336,Reverses x and y coordinates and uses negative values.
5337,Reverses x and y coordinates when plotting
5338,"Reverses x and y coordinates, mistakenly treats y as x."
5339,Reverses x and y coordinates.
5340,Reverses x and y in a symmetric sense
5341,Reverses x- and y-coordinates without changing signs
5342,Rotates in wrong direction
5343,Rounding half is seen as exact not interval-based
5345,Rounding/calculation error in correct approach
5346,Rounds decimal coordinates up to next integer
5347,Rounds down to the previous multiple of 10
5348,Rounds individual measurements before calculating
5350,Sees two peaks as part of a single overall increase.
5351,Selects a common factor instead of a common multiple
5352,Selects a number without ordering the data first
5353,Selects an angle unrelated to the theorem
5354,Selects an unrelated angle
5355,Selects factors without correct addition results
5357,Selects one of the original numbers only because it divides one but not both
5358,Selects only the elements unique to both sets
5360,"Selects original position, possibly due to overlooking the transformation"
5361,Selects random constants from the equation and negates
5363,Selects the first number in the dataset
5364,Selects the first number in the sequence
5365,Selects the highest number from either factor list
5366,Selects the larger number as HCF
5367,Selects the largest frequency value instead of the sum
5368,Selects the number without considering all multiples equally
5370,Selects the second most frequent value instead of finding the middle value after ordering
5371,Semantic confusion with side names (uses incorrect side for calculation).
5373,Sets up incorrect proportion
5374,Sets up proportion incorrectly
5375,Sets x and y directly from coefficients without solving
5376,Shifts the sequence incorrectly by the constant difference
5377,Shows unnecessary steps and does not fully simplify
5378,Shows unnecessary work in final answer
5379,Shows working out in the answer without simplifying
5380,Simplifies incorrectly by ignoring coefficients.
5382,Simply adds the two samples together
5383,Simply adds/subtracts numerators and denominators separately
5384,Simply converted the number of blue marbles to a percentage
5385,Simply copies one of the given angles
